0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1,1,3.4021e-13,2.4007e-10,6.867e-12,-2.0868e-09,1.349e-12,0.1,0,0,0,0,0,0,0,0,0.0043633,0,110.97
0.2,1,1.6412e-05,-1.0852e-10,1.9215e-06,1.2913e-09,-2.0034e-05,0.2,3.4021e-14,0,6.867e-13,-2.0868e-10,1.349e-13,0,0,0,0.0087266,0,110.97
0.3,1,4.9699e-05,-1.1889e-09,5.6846e-06,1.0375e-08,-5.9527e-05,0.3,1.6412e-06,2.0868e-11,1.9215e-07,-7.9551e-11,-2.0034e-06,0,0,0,0.01309,0,110.97
0.4,1,0.0001003,-3.215e-09,1.1203e-05,2.5492e-08,-0.00011792,0.4,6.4108e-06,1.8866e-11,7.6061e-07,9.5908e-10,-7.9561e-06,0,0,0,0.017453,0,110.97
0.5,1,0.00016862,-6.5242e-09,1.8385e-05,4.7034e-08,-0.00019468,0.5,1.5645e-05,-1.5684e-10,1.8809e-06,3.5172e-09,-1.9748e-05,0,0,0,0.021817,0,110.97
0.6,1,0.00025505,-1.1625e-08,2.7137e-05,7.5427e-08,-0.00028929,0.6,3.0533e-05,-8.4157e-10,3.7195e-06,8.2572e-09,-3.9217e-05,0,0,0,0.02618,0,110.97
0.7,1,0.00035995,-1.9241e-08,3.7359e-05,1.1111e-07,-0.00040124,0.7,5.2116e-05,-2.6675e-09,6.4331e-06,1.5908e-08,-6.8146e-05,0,0,0,0.030543,0,110.97
0.8,0.99999,0.00048365,-3.0346e-08,4.8951e-05,1.545e-07,-0.00053005,0.8,8.1297e-05,-6.7112e-09,1.0169e-05,2.7277e-08,-0.00010827,0,0,0,0.034907,0,110.97
0.9,0.99999,0.00062647,-4.6202e-08,6.1813e-05,2.0597e-07,-0.00067524,0.9,0.00011883,-1.4675e-08,1.5064e-05,4.3265e-08,-0.00016127,0,0,0,0.03927,0,110.97
1,0.99999,0.00078869,-6.8387e-08,7.5844e-05,2.6582e-07,-0.00083636,1,0.00016535,-2.9105e-08,2.1245e-05,6.4879e-08,-0.0002288,0,0,0,0.043633,0,110.97
1.1,0.99998,0.00097059,-9.8821e-08,9.0943e-05,3.3425e-07,-0.001013,1.1,0.00022134,-5.3638e-08,2.883e-05,9.3238e-08,-0.00031243,0,0,0,0.047997,0,110.97
1.2,0.99997,0.0011724,-1.3979e-07,0.00010701,4.1133e-07,-0.0012047,1.2,0.00028716,-9.3287e-08,3.7924e-05,1.2958e-07,-0.00041373,0,0,0,0.05236,0,110.97
1.3,0.99996,0.0013944,-1.9395e-07,0.00012395,4.97e-07,-0.001411,1.3,0.00036303,-1.5475e-07,4.8625e-05,1.7528e-07,-0.0005342,0,0,0,0.056723,0,110.97
1.4,0.99995,0.0016368,-2.6439e-07,0.00014167,5.9099e-07,-0.0016316,1.4,0.00044905,-2.4677e-07,6.102e-05,2.3185e-07,-0.0006753,0,0,0,0.061087,0,110.97
1.5,0.99993,0.0018997,-3.5457e-07,0.00016007,6.9285e-07,-0.001866,1.5,0.00054521,-3.8049e-07,7.5187e-05,3.009e-07,-0.00083845,0,0,0,0.06545,0,110.97
1.6,0.99992,0.0021834,-4.6839e-07,0.00017906,8.0191e-07,-0.0021139,1.6,0.00065134,-5.6986e-07,9.1194e-05,3.8421e-07,-0.0010251,0,0,0,0.069813,0,110.97
1.7,0.99989,0.0024879,-6.1019e-07,0.00019857,9.1725e-07,-0.002375,1.7,0.00076718,-8.3208e-07,0.0001091,4.8368e-07,-0.0012364,0,0,0,0.074176,0,110.97
1.8,0.99987,0.0028135,-7.8473e-07,0.00021851,1.0377e-06,-0.0026488,1.8,0.00089234,-1.1881e-06,0.00012896,6.0132e-07,-0.0014739,0,0,0,0.07854,0,110.97
1.9,0.99984,0.0031603,-9.972e-07,0.0002388,1.1618e-06,-0.002935,1.8999,0.0010263,-1.6629e-06,0.00015081,7.3925e-07,-0.0017388,0,0,0,0.082903,0,110.97
2,0.99981,0.0035283,-1.2533e-06,0.00025937,1.2877e-06,-0.0032334,1.9999,0.0011685,-2.2863e-06,0.00017469,8.9969e-07,-0.0020323,0,0,0,0.087266,0,110.97
2.1,0.99977,0.0039177,-1.559e-06,0.00028015,1.4135e-06,-0.0035435,2.0999,0.0013181,-3.0934e-06,0.00020062,1.0849e-06,-0.0023557,0,0,0,0.09163,0,110.97
2.2,0.99973,0.0043286,-1.9208e-06,0.00030108,1.5366e-06,-0.0038651,2.1999,0.0014744,-4.1248e-06,0.00022864,1.2974e-06,-0.00271,0,0,0,0.095993,0,110.97
2.3,0.99969,0.004761,-2.3458e-06,0.00032209,1.6543e-06,-0.0041978,2.2999,0.0016363,-5.4276e-06,0.00025875,1.5394e-06,-0.0030965,0,0,0,0.10036,0,110.97
2.4,0.99964,0.005215,-2.8413e-06,0.00034314,1.7635e-06,-0.0045414,2.3998,0.0018029,-7.0558e-06,0.00029095,1.8135e-06,-0.0035163,0,0,0,0.10472,0,110.97
2.5,0.99958,0.0056906,-3.415e-06,0.00036417,1.8608e-06,-0.0048956,2.4998,0.0019729,-9.0709e-06,0.00032527,2.1219e-06,-0.0039704,0,0,0,0.10908,0,110.97
2.6,0.99952,0.0061879,-4.0752e-06,0.00038514,1.9422e-06,-0.00526,2.5998,0.002145,-1.1543e-05,0.00036168,2.4673e-06,-0.00446,0,0,0,0.11345,0,110.97
2.7,0.99945,0.0067068,-4.8305e-06,0.00040599,2.0035e-06,-0.0056345,2.6997,0.002318,-1.4549e-05,0.0004002,2.8517e-06,-0.004986,0,0,0,0.11781,0,110.97
2.8,0.99937,0.0072474,-5.6899e-06,0.00042671,2.0401e-06,-0.0060188,2.7997,0.0024904,-1.8178e-05,0.00044079,3.2776e-06,-0.0055494,0,0,0,0.12217,0,110.97
2.9,0.99929,0.0078096,-6.6628e-06,0.00044725,2.0468e-06,-0.0064125,2.8996,0.0026605,-2.2528e-05,0.00048346,3.7469e-06,-0.0061513,0,0,0,0.12654,0,110.97
3,0.9992,0.0083936,-7.759e-06,0.00046758,2.0183e-06,-0.0068155,2.9995,0.0028268,-2.7707e-05,0.00052819,4.2616e-06,-0.0067926,0,0,0,0.1309,0,110.97
